no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
1,0,2,2,1,0,1,16,1,0,0,0,0,43.0,0,0
2,1,1,1,1,0,1,152,7,1,0,0,0,119.0,2,1
2,0,2,5,1,0,1,150,8,1,0,0,0,107.95,1,0
2,0,0,4,0,0,1,112,8,1,0,0,0,112.5,1,0
2,0,0,1,0,0,1,19,4,1,0,0,0,119.0,1,0
2,0,0,1,0,0,1,252,9,1,0,0,0,95.4,2,1
1,2,4,9,1,0,6,30,11,1,0,0,0,186.22,1,1
1,0,0,2,1,0,1,1,9,2,0,0,0,85.0,0,0
1,0,0,3,1,0,1,8,11,1,0,0,0,66.98,0,0
1,0,1,3,1,0,4,68,11,0,0,0,0,60.0,1,0
2,0,2,0,2,0,1,275,4,0,0,0,0,110.0,0,1
2,0,0,4,1,0,1,145,5,1,0,0,0,99.45,0,0
1,0,4,11,1,0,1,43,11,1,0,0,0,74.8,1,1
2,0,0,1,1,0,1,10,4,1,0,0,0,131.0,1,0
1,0,2,1,1,0,1,1,2,0,0,0,0,60.0,0,1
2,0,1,5,1,0,1,10,11,1,0,0,0,100.38,2,0
1,0,0,2,1,0,1,64,5,2,0,0,0,130.0,0,0
1,0,2,1,1,0,1,20,10,2,0,0,0,65.0,0,0
2,0,2,0,1,0,1,9,11,1,0,0,0,105.0,2,0
3,0,2,5,1,0,4,4,2,1,0,0,0,128.29,1,1
2,0,0,1,0,0,1,1,1,1,1,11,5,75.0,0,0
1,0,0,2,1,0,1,103,4,0,0,0,0,115.0,0,1
2,0,0,2,1,0,1,245,6,0,0,0,0,75.0,0,1
1,0,1,2,1,0,1,31,12,0,0,0,0,55.8,1,0
2,1,0,1,1,0,1,35,8,1,0,0,0,152.1,1,0
2,0,1,3,1,0,1,290,12,1,0,0,0,73.95,0,1
2,0,1,5,1,0,1,41,12,0,0,0,0,70.0,0,0
2,0,1,3,1,0,1,2,8,1,0,0,0,122.0,2,0
1,0,0,1,1,0,1,49,9,2,0,0,0,65.0,0,0
2,0,1,2,1,0,1,25,8,1,0,0,0,110.46,1,0
2,0,0,3,1,0,1,32,10,1,0,0,0,94.5,2,0
2,0,1,5,1,0,1,104,4,1,0,0,0,65.67,1,0
2,0,0,3,1,0,2,57,12,1,0,0,0,82.44,1,0
2,0,2,3,1,0,1,12,11,1,0,0,0,90.07,1,0
1,0,0,1,0,0,1,19,1,1,0,0,0,75.0,1,0
2,0,0,3,1,0,1,64,7,1,0,0,0,105.3,1,0
2,0,1,3,1,0,1,266,12,1,0,0,0,73.95,0,1
2,0,0,1,0,0,1,106,7,1,0,0,0,94.5,0,1
2,0,1,4,1,0,1,30,1,0,0,0,0,60.0,0,0
2,0,0,2,0,0,1,131,8,1,0,0,0,76.23,2,0
2,0,0,3,1,0,1,44,2,0,0,0,0,75.0,0,0
1,0,0,2,1,0,1,13,10,2,0,0,0,65.0,0,0
1,0,0,2,2,0,1,74,9,0,0,0,0,80.0,0,0
3,0,1,1,1,0,1,196,8,1,0,0,0,128.7,0,1
2,1,0,3,2,0,1,87,6,1,0,0,0,185.85,2,0
2,0,0,0,1,0,1,16,10,1,0,0,0,0.0,1,0
3,0,1,2,1,0,4,58,6,1,0,0,0,158.53,2,0
2,0,0,4,1,1,1,156,7,1,0,0,0,114.83,1,1
2,0,0,1,0,0,1,52,11,1,0,0,0,88.0,1,0
2,0,2,1,1,0,1,71,10,1,0,0,0,89.25,2,0
2,0,2,3,1,0,1,303,8,0,0,0,0,78.0,0,1
2,0,0,3,0,0,1,15,5,1,0,0,0,109.0,0,1
2,0,2,1,1,0,7,10,12,0,0,0,0,52.0,0,0
2,0,0,2,2,0,1,39,8,0,0,0,0,101.5,0,0
2,1,2,1,1,0,6,16,9,1,0,0,0,165.0,3,0
2,0,2,2,1,0,1,41,11,0,0,0,0,68.0,0,0
1,0,0,2,1,0,1,1,12,1,0,0,0,88.0,1,0
2,1,0,1,1,0,1,23,3,1,0,0,0,109.0,0,0
2,0,1,3,1,0,2,134,6,1,0,0,0,114.96,1,0
2,0,1,1,1,0,1,33,1,2,0,0,0,64.0,0,0
2,0,0,1,2,0,1,170,9,0,0,0,0,96.9,2,0
2,0,0,2,1,0,1,74,12,0,0,0,0,75.0,0,0
2,0,0,3,1,0,4,66,7,1,0,0,0,126.0,0,1
2,0,0,3,0,0,1,29,4,1,0,0,0,102.0,1,0
1,0,1,3,1,0,1,63,7,1,0,0,0,68.0,0,1
2,0,1,3,1,0,4,66,10,1,0,0,0,104.85,1,0
2,0,1,2,1,0,4,74,12,1,0,0,0,102.6,1,0
2,0,2,2,0,0,1,199,12,1,0,0,0,74.8,1,1
2,0,1,2,1,0,1,41,10,1,0,0,0,105.9,2,0
2,0,1,3,1,0,1,200,5,1,0,0,0,106.2,2,1
2,0,1,2,1,0,1,233,10,0,0,0,0,90.0,0,1
2,0,1,1,1,0,1,77,11,1,0,0,0,93.6,1,0
2,0,2,4,1,0,1,8,1,1,0,0,0,73.2,1,0
2,0,0,5,1,0,1,44,11,1,0,0,0,91.8,2,0
2,0,1,3,1,0,1,135,6,1,0,0,0,119.85,2,0
2,0,2,1,1,0,1,80,4,0,0,0,0,75.0,0,0
2,0,2,3,1,0,4,88,9,1,0,0,0,149.4,1,0
2,0,0,3,1,0,1,63,12,1,0,0,0,102.9,1,0
2,0,1,2,0,0,1,6,9,1,0,0,0,114.0,1,0
1,0,0,3,1,0,1,37,10,0,0,0,0,95.0,0,0
1,0,2,5,1,0,1,102,7,1,0,0,0,99.9,0,1
2,0,0,1,1,0,1,180,10,0,0,0,0,70.0,0,1
1,0,0,1,0,0,1,0,9,1,0,0,0,149.0,0,0
1,0,0,1,0,0,1,0,4,0,0,0,0,84.0,0,0
2,0,1,1,2,0,1,247,6,0,0,0,0,109.0,0,1
2,0,1,1,2,0,1,117,12,1,0,0,0,127.8,1,1
2,0,0,3,1,0,1,32,10,0,0,0,0,85.0,1,0
2,0,2,2,1,0,1,48,3,1,0,0,0,93.5,2,0
2,0,0,2,2,0,4,80,10,0,0,0,0,136.0,0,0
2,0,0,3,1,0,1,335,10,0,0,0,0,90.0,1,0
2,0,0,3,1,0,1,37,10,0,0,0,0,105.0,0,0
2,0,1,0,0,0,1,45,10,1,0,0,0,126.0,2,0
1,0,2,2,1,0,1,54,10,0,0,0,0,66.5,0,0
1,0,2,4,1,0,1,69,6,0,0,0,0,120.0,0,1
1,0,0,2,1,0,1,181,10,0,0,0,0,120.0,0,1
2,0,0,3,2,0,1,81,3,1,0,0,0,85.68,0,0
2,0,2,5,0,0,1,154,8,0,0,0,0,63.75,0,0
2,0,2,5,1,0,4,113,5,1,0,0,0,137.21,2,0
2,1,2,2,1,0,5,33,8,0,0,0,0,150.57,0,0
1,0,2,4,1,0,1,245,7,0,0,0,0,110.0,0,1
1,0,1,3,1,0,1,12,10,2,0,0,0,95.0,0,0
2,0,1,3,1,0,1,266,12,1,0,0,0,73.95,0,1
2,0,1,2,0,0,1,85,3,1,0,0,0,76.5,1,0
2,0,2,2,1,0,1,112,12,1,0,0,0,52.85,1,0
2,0,1,3,1,0,4,63,2,1,0,0,0,62.32,3,0
1,0,0,4,1,0,1,8,11,1,0,0,0,80.75,2,0
1,0,2,1,1,0,1,79,8,1,0,0,0,112.5,1,0
2,0,0,2,1,0,1,83,9,1,0,0,0,135.9,2,0
2,0,2,0,0,0,1,196,9,1,0,0,0,116.1,0,1
1,0,0,2,1,0,1,2,8,4,0,0,0,0.0,0,0
2,0,2,3,1,0,1,97,9,1,0,0,0,135.9,1,0
2,0,0,4,0,0,1,4,6,1,0,0,0,127.0,2,0
2,0,2,2,1,0,1,63,8,1,0,0,0,135.9,2,0
1,0,0,0,0,0,1,3,10,1,0,0,0,0.0,0,0
2,0,0,3,1,0,1,197,4,1,0,0,0,106.2,2,1
2,0,2,2,1,0,1,179,7,1,0,0,0,90.95,1,0
2,0,1,2,1,0,1,86,5,0,0,0,0,65.0,1,0
2,0,0,3,1,0,1,2,1,1,0,0,0,96.0,1,0
1,0,0,2,1,0,1,192,6,0,0,0,0,95.0,0,0
2,0,2,1,1,0,1,11,11,1,0,0,0,87.0,1,0
1,0,0,2,1,0,1,64,5,2,0,0,0,130.0,0,0
1,0,0,1,1,0,1,6,6,1,0,0,0,95.0,0,1
2,0,0,4,1,0,2,53,11,1,0,0,0,77.86,2,0
2,0,2,3,1,0,1,198,8,0,0,0,0,72.25,0,0
2,0,0,2,0,0,1,39,5,1,0,0,0,116.1,0,1
2,0,0,2,1,0,1,68,11,1,0,0,0,93.6,0,0
1,0,2,1,0,0,1,32,6,1,0,0,0,65.14,1,0
2,0,2,2,1,0,1,80,7,0,0,0,0,72.25,0,0
2,0,0,2,1,0,4,44,5,1,0,0,0,140.4,1,0
3,0,2,3,1,0,1,166,7,1,0,0,0,121.55,0,1
1,0,0,3,0,0,1,15,5,1,0,0,0,109.0,1,0
2,0,2,3,1,0,1,93,5,1,0,0,0,119.85,0,1
1,0,1,0,1,0,1,10,10,2,0,0,0,65.0,0,0
2,0,0,4,2,0,1,323,5,0,0,0,0,112.0,1,1
2,0,0,3,1,0,1,8,6,1,0,0,0,116.27,2,0
1,0,0,2,2,0,1,6,12,1,0,0,0,0.0,0,0
2,0,1,2,1,0,1,267,9,0,0,0,0,95.0,0,1
2,0,1,0,1,0,4,5,5,1,0,0,0,155.0,1,0
2,1,1,0,1,0,1,8,8,1,0,0,0,112.0,2,0
1,0,0,2,1,0,1,188,6,0,0,0,0,130.0,0,1
2,0,1,5,1,0,1,70,7,0,0,0,0,85.0,1,0
2,0,1,2,2,0,1,161,3,0,0,0,0,130.0,0,1
2,0,2,1,2,0,1,57,10,1,0,0,0,141.3,1,1
2,0,1,2,1,1,1,65,3,1,0,0,0,96.3,0,0
2,0,1,5,1,0,4,126,5,1,0,0,0,111.35,1,0
1,0,1,2,1,0,1,219,9,0,0,0,0,76.67,0,0
1,1,2,2,1,0,1,179,8,1,0,0,0,82.18,0,1
1,0,1,0,1,1,1,4,10,2,1,0,1,67.0,1,0
3,0,1,1,1,0,4,11,5,1,0,0,0,186.0,2,0
2,0,0,4,0,0,1,17,10,1,0,0,0,140.0,1,0
1,0,2,4,1,0,1,69,6,0,0,0,0,120.0,0,1
2,0,0,1,0,0,1,1,6,1,0,0,0,97.0,0,0
1,0,4,6,1,0,1,243,9,1,0,0,0,89.17,0,1
2,0,0,2,2,0,1,39,8,0,0,0,0,101.5,0,0
2,0,0,1,0,0,1,50,9,1,0,0,0,99.0,0,1
0,2,1,3,1,0,2,182,10,1,0,0,0,83.5,1,0
1,0,2,4,1,0,1,245,7,0,0,0,0,110.0,0,1
2,0,1,3,0,0,1,107,9,1,0,0,0,118.8,1,1
2,0,1,0,1,0,1,286,10,0,0,0,0,90.0,0,1
2,0,0,1,1,0,1,176,9,1,0,0,0,97.71,0,1
2,0,0,3,1,0,1,176,9,0,0,0,0,125.1,0,1
0,2,2,3,1,0,2,40,4,1,0,0,0,127.83,1,0
2,0,0,2,1,0,1,65,7,1,0,0,0,109.9,1,0
2,0,2,3,1,0,1,276,5,0,0,0,0,61.0,0,1
1,0,1,2,1,0,1,14,1,1,0,0,0,68.85,0,0
2,0,2,1,0,0,1,110,8,0,0,0,0,63.75,0,0
2,0,1,2,2,0,1,27,10,1,0,0,0,177.0,2,0
3,0,2,3,1,0,4,62,4,1,0,0,0,125.63,1,1
1,0,1,0,1,0,1,7,5,1,0,0,0,97.0,0,0
1,0,0,2,2,0,1,14,9,1,0,0,0,0.0,0,0
2,0,2,2,0,0,1,13,11,1,0,0,0,77.14,1,1
2,0,0,1,1,0,1,162,8,1,0,0,0,96.3,0,1
3,0,2,3,1,0,1,38,4,1,0,0,0,137.7,1,0
2,0,0,1,0,0,1,5,7,1,0,0,0,109.0,0,0
2,0,2,5,1,0,1,28,9,1,0,0,0,113.79,2,1
2,0,1,2,1,0,1,123,12,1,0,0,0,90.0,2,0
1,0,1,5,1,0,1,349,10,0,0,0,0,96.67,0,1
2,0,2,1,1,0,1,41,9,0,0,0,0,85.5,0,0
2,0,0,4,2,0,1,100,9,0,0,0,0,140.0,1,0
2,0,0,1,0,0,1,8,5,1,0,0,0,119.0,0,0
2,0,2,4,1,0,4,91,10,1,0,0,0,127.65,1,1
2,0,2,2,1,1,2,18,12,1,0,0,0,102.88,0,0
2,1,2,5,1,1,1,188,8,1,0,0,0,123.75,2,1
2,0,2,3,2,0,4,33,10,1,0,0,0,123.82,0,1
1,0,0,1,1,0,1,41,12,0,0,0,0,60.0,0,0
2,1,1,2,1,0,1,190,8,1,0,0,0,121.5,1,1
2,2,2,2,1,0,6,144,5,1,0,0,0,177.65,1,1
2,0,2,2,1,0,4,25,11,1,0,0,0,96.9,0,1
1,0,0,2,1,0,1,4,2,1,0,0,0,85.0,0,0
2,0,0,2,1,0,4,5,4,1,0,0,0,116.0,0,1
2,0,2,5,0,0,1,188,7,1,0,0,0,80.75,1,0
2,0,2,2,1,0,1,116,3,0,0,0,0,59.5,0,1
1,0,0,1,1,0,1,86,4,1,0,0,0,85.5,1,0
1,0,0,2,1,0,1,1,7,2,0,0,0,65.0,0,0
1,0,1,3,1,0,1,56,6,0,0,0,0,74.0,0,0
2,0,1,2,1,0,1,302,9,0,0,0,0,100.0,0,1
2,0,0,3,1,0,1,433,9,0,0,0,0,70.0,0,1
1,0,0,2,1,0,1,164,10,0,0,0,0,100.0,0,0
3,0,1,1,1,0,4,52,5,1,0,0,0,159.3,2,0
2,0,2,3,1,0,1,4,9,1,0,0,0,169.0,0,0
3,0,1,4,1,0,4,79,7,1,0,0,0,148.86,2,0
2,0,0,2,1,0,1,10,2,1,0,0,0,93.0,1,1
2,0,0,2,1,0,1,22,5,0,0,0,0,140.0,0,0
2,0,2,1,1,0,1,205,5,0,0,0,0,90.0,0,1
2,1,3,7,1,0,1,74,7,1,0,0,0,69.4,0,0
2,0,2,3,1,0,1,50,4,1,0,0,0,101.31,0,1
2,0,2,4,1,0,4,56,3,1,0,0,0,101.72,1,0
2,0,2,3,1,0,1,166,8,1,0,0,0,99.45,1,0
2,0,1,2,1,0,1,193,6,0,0,0,0,120.0,0,1
2,0,2,1,2,0,1,145,8,0,0,0,0,94.5,0,0
2,0,0,3,1,0,1,0,10,1,0,0,0,103.5,2,0
2,0,1,3,1,0,1,114,7,1,0,0,0,81.26,0,0
2,0,2,5,1,0,4,56,5,1,0,0,0,132.6,0,1
3,0,0,2,1,0,4,21,7,1,0,0,0,187.0,1,0
2,0,1,1,1,0,2,75,3,1,0,0,0,78.15,0,0
2,0,2,1,1,0,4,142,6,1,0,0,0,109.8,0,0
2,1,0,2,1,0,6,69,1,1,0,0,0,171.2,3,0
2,0,2,0,1,0,1,116,2,0,0,0,0,70.0,0,0
3,0,0,3,1,0,4,22,11,1,0,0,0,154.0,1,1
2,0,1,0,0,0,1,18,9,1,0,0,0,89.0,0,0
2,0,0,2,1,0,1,68,9,0,0,0,0,65.0,0,0
3,0,2,1,1,1,4,22,7,1,0,0,0,196.0,2,0
2,0,0,3,0,0,1,50,6,1,0,0,0,89.1,0,1
2,0,0,2,0,0,1,35,12,1,0,0,0,120.0,1,0
2,0,3,5,1,0,1,224,8,1,0,0,0,72.76,0,1
2,0,2,3,1,0,1,21,12,0,0,0,0,58.0,1,0
2,0,1,5,1,0,1,142,9,1,0,0,0,129.6,1,1
2,0,1,1,1,0,1,134,10,1,0,0,0,118.8,0,1
1,0,1,3,1,0,1,81,9,0,0,0,0,85.0,0,0
2,0,1,2,1,0,1,73,11,1,0,0,0,79.2,2,0
2,0,1,0,1,0,4,15,8,1,0,0,0,175.0,1,0
2,0,0,1,1,0,1,19,4,1,0,0,0,141.0,1,0
0,2,3,10,1,0,2,193,7,1,0,0,0,81.82,2,1
2,0,1,2,1,0,1,198,9,0,0,0,0,90.0,0,1
2,0,2,2,1,0,4,26,11,1,0,0,0,108.58,1,0
2,0,1,2,2,0,1,161,3,0,0,0,0,130.0,0,1
2,0,0,1,1,0,1,55,11,1,0,0,0,74.88,0,0
2,0,1,2,1,0,4,83,3,1,0,0,0,105.3,0,1
2,0,2,5,2,0,4,57,4,1,0,0,0,143.29,0,1
1,0,0,2,1,0,1,188,6,0,0,0,0,130.0,0,1
2,0,1,0,1,0,1,181,8,1,0,0,0,76.5,2,0
2,0,2,1,0,0,1,33,7,1,0,0,0,125.1,1,0
1,0,0,4,2,0,1,33,10,0,0,0,0,79.11,0,0
2,0,0,4,1,0,1,22,10,1,0,0,0,130.0,1,0
2,0,2,2,1,0,1,8,11,1,0,0,0,86.72,1,0
2,0,2,1,2,0,1,23,1,0,0,0,0,109.0,0,0
2,0,1,2,1,0,1,5,10,0,0,0,0,90.0,0,0
2,0,1,1,1,0,4,18,5,1,0,0,0,141.0,0,1
2,0,0,2,0,0,1,3,2,1,0,0,0,81.0,1,0
2,2,1,2,1,0,7,27,9,1,0,0,0,234.35,1,0
1,0,2,2,1,0,1,64,3,1,0,0,0,93.5,0,0
2,0,0,1,1,0,1,8,5,1,0,0,0,111.35,0,1
1,0,0,1,1,0,1,8,2,2,0,0,0,80.0,0,0
2,0,0,2,1,0,1,33,3,0,0,0,0,67.52,0,0
2,0,1,2,1,0,1,135,9,0,0,0,0,90.0,0,0
2,0,0,2,0,0,1,18,1,1,0,0,0,75.0,0,0
2,0,1,3,2,0,1,27,4,1,0,0,0,142.78,0,1
1,0,1,2,1,0,1,48,3,1,0,0,0,72.9,0,1
1,0,0,3,0,0,1,25,5,1,0,0,0,129.0,0,0
1,0,0,1,1,0,1,5,9,1,0,0,0,159.0,1,0
2,0,1,0,0,0,1,72,4,1,0,0,0,85.5,1,1
2,0,2,1,1,0,1,54,7,1,0,0,0,117.9,0,1
1,0,0,2,1,0,1,188,6,0,0,0,0,130.0,0,1
1,0,1,2,1,0,1,3,12,0,0,0,0,75.0,0,0
2,0,2,2,1,0,1,60,3,0,0,0,0,75.0,0,1
2,2,0,4,1,0,6,6,11,1,0,0,0,212.72,0,1
2,0,0,3,2,0,1,88,5,0,0,0,0,117.0,1,0
1,0,0,2,1,0,1,99,2,2,0,0,0,80.5,0,0
2,0,1,4,0,0,1,49,3,1,0,0,0,65.75,0,0
1,0,1,0,1,0,1,3,8,0,0,0,0,80.0,0,0
2,0,2,5,0,0,1,166,8,1,0,0,0,89.25,0,1
2,0,0,1,1,0,1,8,8,1,0,0,0,90.0,1,0
2,2,0,1,1,0,6,19,9,1,0,0,0,155.0,2,0
2,0,0,1,1,1,1,61,9,1,0,0,0,98.25,1,0
1,0,1,1,0,0,1,4,4,1,0,0,0,104.0,1,0
2,2,0,1,1,1,6,37,7,1,0,0,0,216.9,3,0
2,0,2,2,1,0,1,38,3,1,0,0,0,81.9,1,1
2,0,0,1,1,0,1,443,4,0,0,0,0,65.0,0,1
3,0,2,2,1,0,4,5,9,0,0,0,0,105.0,1,0
2,0,0,1,0,0,1,0,1,1,0,0,0,79.0,0,0
2,2,2,2,1,0,6,42,5,1,0,0,0,198.9,0,1
2,1,1,2,1,0,1,9,8,1,0,0,0,171.0,2,0
2,0,0,4,1,0,1,224,9,1,0,0,0,119.85,1,1
2,0,0,2,1,0,1,46,11,0,0,0,0,75.0,0,0
1,0,0,3,1,0,1,8,9,2,0,0,0,65.0,0,0
2,0,0,3,0,0,1,100,11,1,0,0,0,79.2,2,1
2,0,1,1,0,0,1,105,8,1,0,0,0,107.1,1,0
1,0,0,2,1,0,1,63,1,0,0,0,0,71.0,0,0
2,0,2,0,0,0,1,72,11,1,0,0,0,79.2,3,0
2,0,1,2,1,0,4,28,6,1,0,0,0,130.8,0,1
2,0,1,2,1,0,1,273,6,1,0,0,0,94.5,0,1
2,0,2,1,1,0,1,282,10,0,0,0,0,76.67,0,0
2,0,1,1,1,0,1,93,6,1,0,0,0,126.9,1,0
2,0,0,2,2,0,1,39,8,0,0,0,0,101.5,0,0
2,0,2,1,0,0,1,89,4,1,0,0,0,79.5,1,0
2,0,0,2,2,0,1,63,9,0,0,0,0,116.0,0,0
2,0,0,2,0,0,1,252,11,1,0,0,0,67.5,0,1
1,0,4,15,1,0,1,92,12,1,0,0,0,63.75,1,1
2,0,2,2,1,0,1,247,10,1,0,0,0,70.03,1,1
2,1,0,3,1,0,1,130,5,1,0,0,0,104.4,1,0
2,0,1,3,2,0,1,61,11,1,0,0,0,120.7,1,0
2,0,0,1,1,0,1,26,6,1,0,0,0,119.85,1,0
2,0,1,1,1,0,4,0,2,1,0,0,0,136.0,0,0
2,0,1,1,1,0,1,26,1,1,0,0,0,91.0,1,0
1,0,2,2,1,0,1,162,10,0,0,0,0,115.0,0,1
2,0,0,2,1,0,1,15,9,1,0,0,0,138.0,2,0
2,0,0,2,1,0,1,1,8,1,0,0,0,106.0,3,0
2,0,1,0,1,0,1,16,5,1,0,0,0,111.0,0,1
2,0,1,2,1,0,1,187,10,1,0,0,0,78.41,0,1
1,0,1,1,1,0,1,8,11,1,0,0,0,103.0,1,0
2,0,2,4,1,0,1,80,3,0,0,0,0,80.75,0,0
2,0,2,5,1,0,1,192,5,1,0,0,0,66.71,0,1
2,0,0,1,1,0,1,99,2,2,0,0,0,90.0,0,1
2,0,1,1,1,0,2,31,3,1,0,0,0,81.9,1,0
1,0,2,2,1,0,1,39,11,2,0,0,0,65.0,0,0
2,0,0,2,1,0,1,112,6,0,0,0,0,100.0,0,0
2,0,0,2,2,0,1,346,9,0,0,0,0,115.0,1,1
2,0,2,5,1,0,1,190,9,1,0,0,0,93.5,1,0
2,0,0,3,1,0,1,304,11,0,0,0,0,89.0,0,1
3,0,0,1,1,0,4,102,5,1,0,0,0,159.3,1,0
1,0,0,3,1,0,1,28,9,1,0,0,0,115.23,2,0
3,0,1,2,1,0,4,198,8,1,0,0,0,137.7,0,1
1,0,1,0,1,0,1,4,5,2,1,0,1,65.0,0,0
1,0,0,3,1,0,1,71,6,0,0,0,0,120.0,0,0
2,0,0,1,1,0,1,64,10,0,0,0,0,85.0,0,0
2,1,2,4,1,0,1,37,3,1,0,0,0,127.8,2,1
2,0,0,3,0,0,1,43,4,1,0,0,0,109.2,2,0
1,0,0,3,1,0,1,104,12,0,0,0,0,65.0,0,0
2,0,0,2,1,0,2,181,8,1,0,0,0,76.5,2,1
2,0,1,3,1,0,1,52,3,1,0,0,0,85.85,0,1
2,0,0,2,2,0,1,292,7,0,0,0,0,115.0,0,1
1,0,0,1,1,0,1,15,2,2,0,0,0,81.0,0,0
2,0,0,3,1,0,1,279,10,0,0,0,0,110.0,0,1
2,0,1,2,1,0,2,137,6,0,0,0,0,80.75,0,0
2,0,0,2,1,0,4,49,5,1,0,0,0,124.3,0,0
1,0,0,3,1,0,1,5,3,2,0,0,0,66.0,0,0
1,0,1,0,1,0,1,13,11,0,0,0,0,75.0,0,0
2,2,1,3,1,0,6,176,10,1,0,0,0,169.88,3,0
1,0,0,4,1,0,1,5,12,2,0,0,0,65.0,0,0
2,0,1,1,1,0,1,29,12,1,0,0,0,104.0,0,1
2,0,0,2,2,0,1,35,3,1,0,0,0,116.1,0,1
2,1,0,4,1,0,2,11,9,0,0,0,0,78.94,2,0
2,0,0,2,1,0,1,153,7,1,0,0,0,109.8,1,1
2,0,2,2,1,0,1,41,9,0,0,0,0,80.75,0,0
2,0,2,5,1,0,1,3,8,2,0,0,0,79.2,0,1
2,0,2,5,1,0,1,31,8,1,0,0,0,129.6,1,0
1,0,0,1,1,0,1,17,12,2,1,0,1,65.0,0,0
2,0,0,3,0,0,1,8,11,1,0,0,0,116.67,1,0
2,0,0,2,1,0,1,86,9,2,0,0,0,100.0,0,0
2,0,1,2,1,0,1,49,1,0,0,0,0,60.0,0,0
2,0,0,2,0,0,1,181,11,1,0,0,0,71.1,0,1
2,0,0,3,1,0,1,279,10,0,0,0,0,110.0,0,1
2,0,0,3,1,0,1,304,11,0,0,0,0,89.0,0,1
2,0,0,2,2,0,1,346,9,0,0,0,0,115.0,1,1
2,0,0,4,1,0,1,15,9,1,0,0,0,116.75,1,0
2,0,0,4,0,0,1,160,7,1,0,0,0,97.75,0,1
2,0,2,3,1,0,1,136,8,1,0,0,0,83.12,1,0
1,0,0,2,1,0,1,58,1,0,0,0,0,81.0,0,0
2,0,1,2,0,0,1,128,6,1,0,0,0,85.5,0,1
2,0,2,1,1,0,1,39,11,0,0,0,0,63.0,0,0
3,0,1,2,1,0,4,165,10,1,0,0,0,151.2,0,1
2,2,0,2,1,0,6,31,5,1,0,0,0,198.9,0,1
2,0,2,7,1,0,1,88,3,1,0,0,0,85.51,1,0
1,0,1,0,1,0,1,11,9,2,0,0,0,112.88,0,0
2,0,1,2,2,0,1,4,2,0,0,0,0,117.0,0,0
2,0,2,2,1,0,1,89,7,0,0,0,0,72.25,3,0
1,0,0,1,0,1,1,17,11,1,0,0,0,104.0,1,0
2,0,0,2,1,0,1,30,6,0,0,0,0,140.0,0,0
2,0,0,2,1,0,1,34,10,1,0,0,0,104.85,0,0
2,1,2,3,1,0,1,86,10,1,0,0,0,123.84,1,1
2,0,0,3,2,0,1,203,12,1,0,0,0,112.5,0,0
2,2,0,1,1,0,6,23,9,1,0,0,0,250.0,1,1
3,0,0,2,1,0,1,16,10,1,0,0,0,142.0,4,0
2,0,0,4,1,0,1,47,8,1,0,0,0,109.8,2,0
2,1,1,2,1,0,4,31,10,0,0,0,0,90.0,1,0
2,0,0,4,1,0,1,137,8,1,0,0,0,100.8,0,1
2,0,0,4,1,0,4,85,10,1,0,0,0,104.4,2,0
2,0,0,1,1,0,1,3,11,1,0,0,0,87.0,1,1
2,0,1,1,1,0,1,38,6,0,0,0,0,85.5,0,0
2,0,0,2,1,0,1,44,11,1,0,0,0,77.76,0,0
1,0,0,3,1,0,1,151,1,0,0,0,0,71.0,0,0
2,0,1,0,1,0,1,133,10,1,0,0,0,118.8,2,0
2,0,2,5,1,0,1,8,3,0,0,0,0,72.0,0,0
2,0,0,2,1,0,4,21,4,1,0,0,0,144.0,1,0
2,0,0,3,2,0,1,119,7,0,0,0,0,97.75,1,1
1,0,0,3,1,0,1,14,9,1,0,0,0,114.0,1,0
1,0,0,3,1,0,1,145,6,1,0,0,0,95.4,0,1
1,0,2,2,1,0,1,116,2,0,0,0,0,61.0,0,1
2,0,2,2,2,1,4,191,8,1,0,0,0,153.5,1,1
2,0,2,2,1,0,1,229,10,1,0,0,0,89.25,0,1
2,0,1,3,1,0,4,38,11,0,0,0,0,60.0,0,0
1,0,0,2,1,0,1,1,10,0,0,0,0,100.0,0,0
1,0,1,2,1,0,1,90,4,1,0,0,0,90.9,1,1
2,0,0,1,1,0,1,20,6,2,0,0,0,75.0,0,0
2,0,0,2,2,0,1,320,8,0,0,0,0,115.0,1,1
2,0,0,4,1,0,4,95,4,1,0,0,0,93.08,1,0
1,0,1,2,1,0,4,4,10,3,0,0,0,110.0,0,0
2,0,0,1,2,0,1,55,4,0,0,0,0,104.0,0,0
2,0,1,2,1,0,1,23,1,0,0,0,0,60.0,0,0
2,1,0,1,1,0,1,118,8,1,0,0,0,114.3,1,0
2,0,0,1,1,0,4,54,6,1,0,0,0,140.4,0,1
2,0,2,2,1,0,1,12,10,0,0,0,0,85.0,0,0
3,0,0,1,1,1,4,1,5,1,0,0,0,206.0,2,0
2,0,0,3,1,0,1,97,8,1,0,0,0,76.5,0,0
2,0,2,1,0,0,1,140,6,1,0,0,0,109.2,2,0
2,0,1,2,1,0,1,305,11,0,0,0,0,89.0,0,1
2,0,1,2,1,0,1,273,5,0,0,0,0,95.0,0,1
